product_name,NOV_23_quantity,NOV_23_amount,FEB_23_quantity,FEB_23_amount,MAR_23_quantity,MAR_23_amount,JAN_24_quantity,JAN_24_amount,JAN_23_quantity,JAN_23_amount,JUNE_23_quantity,JUNE_23_amount,APRIL_23_quantity,APRIL_23_amount,SEP_23_quantity,SEP_23_amount,OCT_23_quantity,OCT_23_amount,MAY_23_quantity,MAY_23_amount,JULY_23_quantity,JULY_23_amount,AUG_23_quantity,AUG_23_amount,DEC_23_quantity,DEC_23_amount
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,15.0,176.0,12.0,143.0,2.0,136.0,22.0,261.6,3.0,234.0,2.0,136.0,5.0,60.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,15.0,176.0,12.0,143.0,2.0,136.0,22.0,261.6,3.0,234.0,2.0,136.0,5.0,60.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,15.0,176.0,12.0,143.0,2.0,136.0,22.0,261.6,19.0,228.0,23.0,276.0,4.0,312.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,15.0,176.0,12.0,143.0,2.0,136.0,22.0,261.6,19.0,228.0,23.0,276.0,4.0,312.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,15.0,176.0,12.0,143.0,2.0,136.0,22.0,261.6,19.0,228.0,23.0,276.0,5.0,60.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,15.0,176.0,12.0,143.0,2.0,136.0,22.0,261.6,19.0,228.0,23.0,276.0,5.0,60.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,15.0,176.0,12.0,143.0,2.0,136.0,22.0,261.6,19.0,228.0,2.0,136.0,4.0,312.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,15.0,176.0,12.0,143.0,2.0,136.0,22.0,261.6,19.0,228.0,2.0,136.0,4.0,312.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,15.0,176.0,12.0,143.0,2.0,136.0,22.0,261.6,19.0,228.0,2.0,136.0,5.0,60.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,15.0,176.0,12.0,143.0,2.0,136.0,22.0,261.6,19.0,228.0,2.0,136.0,5.0,60.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,15.0,176.0,12.0,143.0,2.0,136.0,3.0,232.0,3.0,234.0,23.0,276.0,4.0,312.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,15.0,176.0,12.0,143.0,2.0,136.0,3.0,232.0,3.0,234.0,23.0,276.0,4.0,312.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,15.0,176.0,12.0,143.0,2.0,136.0,3.0,232.0,3.0,234.0,23.0,276.0,5.0,60.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,15.0,176.0,12.0,143.0,2.0,136.0,3.0,232.0,3.0,234.0,23.0,276.0,5.0,60.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,15.0,176.0,12.0,143.0,2.0,136.0,3.0,232.0,3.0,234.0,2.0,136.0,4.0,312.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,15.0,176.0,12.0,143.0,2.0,136.0,3.0,232.0,3.0,234.0,2.0,136.0,4.0,312.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,15.0,176.0,12.0,143.0,2.0,136.0,3.0,232.0,3.0,234.0,2.0,136.0,5.0,60.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,15.0,176.0,12.0,143.0,2.0,136.0,3.0,232.0,3.0,234.0,2.0,136.0,5.0,60.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,15.0,176.0,12.0,143.0,2.0,136.0,3.0,232.0,19.0,228.0,23.0,276.0,4.0,312.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,15.0,176.0,12.0,143.0,2.0,136.0,3.0,232.0,19.0,228.0,23.0,276.0,4.0,312.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,15.0,176.0,12.0,143.0,2.0,136.0,3.0,232.0,19.0,228.0,23.0,276.0,5.0,60.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,15.0,176.0,12.0,143.0,2.0,136.0,3.0,232.0,19.0,228.0,23.0,276.0,5.0,60.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,15.0,176.0,12.0,143.0,2.0,136.0,3.0,232.0,19.0,228.0,2.0,136.0,4.0,312.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,15.0,176.0,12.0,143.0,2.0,136.0,3.0,232.0,19.0,228.0,2.0,136.0,4.0,312.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,15.0,176.0,12.0,143.0,2.0,136.0,3.0,232.0,19.0,228.0,2.0,136.0,5.0,60.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,15.0,176.0,12.0,143.0,2.0,136.0,3.0,232.0,19.0,228.0,2.0,136.0,5.0,60.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,3.0,204.0,2.0,136.0,22.0,261.6,3.0,234.0,23.0,276.0,4.0,312.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,3.0,204.0,2.0,136.0,22.0,261.6,3.0,234.0,23.0,276.0,4.0,312.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,3.0,204.0,2.0,136.0,22.0,261.6,3.0,234.0,23.0,276.0,5.0,60.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,3.0,204.0,2.0,136.0,22.0,261.6,3.0,234.0,23.0,276.0,5.0,60.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,3.0,204.0,2.0,136.0,22.0,261.6,3.0,234.0,2.0,136.0,4.0,312.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,3.0,204.0,2.0,136.0,22.0,261.6,3.0,234.0,2.0,136.0,4.0,312.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,3.0,204.0,2.0,136.0,22.0,261.6,3.0,234.0,2.0,136.0,5.0,60.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,3.0,204.0,2.0,136.0,22.0,261.6,3.0,234.0,2.0,136.0,5.0,60.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,3.0,204.0,2.0,136.0,22.0,261.6,19.0,228.0,23.0,276.0,4.0,312.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,3.0,204.0,2.0,136.0,22.0,261.6,19.0,228.0,23.0,276.0,4.0,312.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,3.0,204.0,2.0,136.0,22.0,261.6,19.0,228.0,23.0,276.0,5.0,60.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,3.0,204.0,2.0,136.0,22.0,261.6,19.0,228.0,23.0,276.0,5.0,60.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,3.0,204.0,2.0,136.0,22.0,261.6,19.0,228.0,2.0,136.0,4.0,312.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,3.0,204.0,2.0,136.0,22.0,261.6,19.0,228.0,2.0,136.0,4.0,312.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,3.0,204.0,2.0,136.0,22.0,261.6,19.0,228.0,2.0,136.0,5.0,60.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,3.0,204.0,2.0,136.0,22.0,261.6,19.0,228.0,2.0,136.0,5.0,60.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,3.0,204.0,2.0,136.0,3.0,232.0,3.0,234.0,23.0,276.0,4.0,312.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,3.0,204.0,2.0,136.0,3.0,232.0,3.0,234.0,23.0,276.0,4.0,312.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,3.0,204.0,2.0,136.0,3.0,232.0,3.0,234.0,23.0,276.0,5.0,60.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,3.0,204.0,2.0,136.0,3.0,232.0,3.0,234.0,23.0,276.0,5.0,60.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,3.0,204.0,2.0,136.0,3.0,232.0,3.0,234.0,2.0,136.0,4.0,312.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,3.0,204.0,2.0,136.0,3.0,232.0,3.0,234.0,2.0,136.0,4.0,312.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,3.0,204.0,2.0,136.0,3.0,232.0,3.0,234.0,2.0,136.0,5.0,60.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,3.0,204.0,2.0,136.0,3.0,232.0,3.0,234.0,2.0,136.0,5.0,60.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,3.0,204.0,2.0,136.0,3.0,232.0,19.0,228.0,23.0,276.0,4.0,312.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,3.0,204.0,2.0,136.0,3.0,232.0,19.0,228.0,23.0,276.0,4.0,312.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,3.0,204.0,2.0,136.0,3.0,232.0,19.0,228.0,23.0,276.0,5.0,60.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,3.0,204.0,2.0,136.0,3.0,232.0,19.0,228.0,23.0,276.0,5.0,60.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,3.0,204.0,2.0,136.0,3.0,232.0,19.0,228.0,2.0,136.0,4.0,312.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,3.0,204.0,2.0,136.0,3.0,232.0,19.0,228.0,2.0,136.0,4.0,312.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,3.0,204.0,2.0,136.0,3.0,232.0,19.0,228.0,2.0,136.0,5.0,60.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,3.0,204.0,2.0,136.0,3.0,232.0,19.0,228.0,2.0,136.0,5.0,60.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,12.0,143.0,2.0,136.0,22.0,261.6,3.0,234.0,23.0,276.0,4.0,312.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,12.0,143.0,2.0,136.0,22.0,261.6,3.0,234.0,23.0,276.0,4.0,312.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,12.0,143.0,2.0,136.0,22.0,261.6,3.0,234.0,23.0,276.0,5.0,60.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,12.0,143.0,2.0,136.0,22.0,261.6,3.0,234.0,23.0,276.0,5.0,60.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,12.0,143.0,2.0,136.0,22.0,261.6,3.0,234.0,2.0,136.0,4.0,312.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,12.0,143.0,2.0,136.0,22.0,261.6,3.0,234.0,2.0,136.0,4.0,312.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,12.0,143.0,2.0,136.0,22.0,261.6,3.0,234.0,2.0,136.0,5.0,60.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,12.0,143.0,2.0,136.0,22.0,261.6,3.0,234.0,2.0,136.0,5.0,60.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,12.0,143.0,2.0,136.0,22.0,261.6,19.0,228.0,23.0,276.0,4.0,312.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,12.0,143.0,2.0,136.0,22.0,261.6,19.0,228.0,23.0,276.0,4.0,312.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,12.0,143.0,2.0,136.0,22.0,261.6,19.0,228.0,23.0,276.0,5.0,60.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,12.0,143.0,2.0,136.0,22.0,261.6,19.0,228.0,23.0,276.0,5.0,60.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,12.0,143.0,2.0,136.0,22.0,261.6,19.0,228.0,2.0,136.0,4.0,312.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,12.0,143.0,2.0,136.0,22.0,261.6,19.0,228.0,2.0,136.0,4.0,312.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,12.0,143.0,2.0,136.0,22.0,261.6,19.0,228.0,2.0,136.0,5.0,60.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,12.0,143.0,2.0,136.0,22.0,261.6,19.0,228.0,2.0,136.0,5.0,60.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,12.0,143.0,2.0,136.0,3.0,232.0,3.0,234.0,23.0,276.0,4.0,312.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,12.0,143.0,2.0,136.0,3.0,232.0,3.0,234.0,23.0,276.0,4.0,312.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,12.0,143.0,2.0,136.0,3.0,232.0,3.0,234.0,23.0,276.0,5.0,60.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,12.0,143.0,2.0,136.0,3.0,232.0,3.0,234.0,23.0,276.0,5.0,60.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,12.0,143.0,2.0,136.0,3.0,232.0,3.0,234.0,2.0,136.0,4.0,312.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,12.0,143.0,2.0,136.0,3.0,232.0,3.0,234.0,2.0,136.0,4.0,312.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,12.0,143.0,2.0,136.0,3.0,232.0,3.0,234.0,2.0,136.0,5.0,60.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,12.0,143.0,2.0,136.0,3.0,232.0,3.0,234.0,2.0,136.0,5.0,60.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,12.0,143.0,2.0,136.0,3.0,232.0,19.0,228.0,23.0,276.0,4.0,312.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,12.0,143.0,2.0,136.0,3.0,232.0,19.0,228.0,23.0,276.0,4.0,312.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,12.0,143.0,2.0,136.0,3.0,232.0,19.0,228.0,23.0,276.0,5.0,60.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,12.0,143.0,2.0,136.0,3.0,232.0,19.0,228.0,23.0,276.0,5.0,60.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,12.0,143.0,2.0,136.0,3.0,232.0,19.0,228.0,2.0,136.0,4.0,312.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,12.0,143.0,2.0,136.0,3.0,232.0,19.0,228.0,2.0,136.0,4.0,312.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,12.0,143.0,2.0,136.0,3.0,232.0,19.0,228.0,2.0,136.0,5.0,60.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,3.0,234.0,2.0,136.0,0.0,0.0,18.0,216.0,1.0,68.0,12.0,143.0,2.0,136.0,3.0,232.0,19.0,228.0,2.0,136.0,5.0,60.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,6.0,72.0,14.0,168.0,0.0,0.0,3.0,234.0,15.0,176.0,3.0,204.0,2.0,136.0,22.0,261.6,3.0,234.0,23.0,276.0,4.0,312.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,6.0,72.0,14.0,168.0,0.0,0.0,3.0,234.0,15.0,176.0,3.0,204.0,2.0,136.0,22.0,261.6,3.0,234.0,23.0,276.0,4.0,312.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,6.0,72.0,14.0,168.0,0.0,0.0,3.0,234.0,15.0,176.0,3.0,204.0,2.0,136.0,22.0,261.6,3.0,234.0,23.0,276.0,5.0,60.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,6.0,72.0,14.0,168.0,0.0,0.0,3.0,234.0,15.0,176.0,3.0,204.0,2.0,136.0,22.0,261.6,3.0,234.0,23.0,276.0,5.0,60.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,6.0,72.0,14.0,168.0,0.0,0.0,3.0,234.0,15.0,176.0,3.0,204.0,2.0,136.0,22.0,261.6,3.0,234.0,2.0,136.0,4.0,312.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,6.0,72.0,14.0,168.0,0.0,0.0,3.0,234.0,15.0,176.0,3.0,204.0,2.0,136.0,22.0,261.6,3.0,234.0,2.0,136.0,4.0,312.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,6.0,72.0,14.0,168.0,0.0,0.0,3.0,234.0,15.0,176.0,3.0,204.0,2.0,136.0,22.0,261.6,3.0,234.0,2.0,136.0,5.0,60.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,6.0,72.0,14.0,168.0,0.0,0.0,3.0,234.0,15.0,176.0,3.0,204.0,2.0,136.0,22.0,261.6,3.0,234.0,2.0,136.0,5.0,60.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,6.0,72.0,14.0,168.0,0.0,0.0,3.0,234.0,15.0,176.0,3.0,204.0,2.0,136.0,22.0,261.6,19.0,228.0,23.0,276.0,4.0,312.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,6.0,72.0,14.0,168.0,0.0,0.0,3.0,234.0,15.0,176.0,3.0,204.0,2.0,136.0,22.0,261.6,19.0,228.0,23.0,276.0,4.0,312.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,6.0,72.0,14.0,168.0,0.0,0.0,3.0,234.0,15.0,176.0,3.0,204.0,2.0,136.0,22.0,261.6,19.0,228.0,23.0,276.0,5.0,60.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,6.0,72.0,14.0,168.0,0.0,0.0,3.0,234.0,15.0,176.0,3.0,204.0,2.0,136.0,22.0,261.6,19.0,228.0,23.0,276.0,5.0,60.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,6.0,72.0,14.0,168.0,0.0,0.0,3.0,234.0,15.0,176.0,3.0,204.0,2.0,136.0,22.0,261.6,19.0,228.0,2.0,136.0,4.0,312.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,6.0,72.0,14.0,168.0,0.0,0.0,3.0,234.0,15.0,176.0,3.0,204.0,2.0,136.0,22.0,261.6,19.0,228.0,2.0,136.0,4.0,312.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,6.0,72.0,14.0,168.0,0.0,0.0,3.0,234.0,15.0,176.0,3.0,204.0,2.0,136.0,22.0,261.6,19.0,228.0,2.0,136.0,5.0,60.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,6.0,72.0,14.0,168.0,0.0,0.0,3.0,234.0,15.0,176.0,3.0,204.0,2.0,136.0,22.0,261.6,19.0,228.0,2.0,136.0,5.0,60.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,6.0,72.0,14.0,168.0,0.0,0.0,3.0,234.0,15.0,176.0,3.0,204.0,2.0,136.0,3.0,232.0,3.0,234.0,23.0,276.0,4.0,312.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,6.0,72.0,14.0,168.0,0.0,0.0,3.0,234.0,15.0,176.0,3.0,204.0,2.0,136.0,3.0,232.0,3.0,234.0,23.0,276.0,4.0,312.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,6.0,72.0,14.0,168.0,0.0,0.0,3.0,234.0,15.0,176.0,3.0,204.0,2.0,136.0,3.0,232.0,3.0,234.0,23.0,276.0,5.0,60.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,6.0,72.0,14.0,168.0,0.0,0.0,3.0,234.0,15.0,176.0,3.0,204.0,2.0,136.0,3.0,232.0,3.0,234.0,23.0,276.0,5.0,60.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,6.0,72.0,14.0,168.0,0.0,0.0,3.0,234.0,15.0,176.0,3.0,204.0,2.0,136.0,3.0,232.0,3.0,234.0,2.0,136.0,4.0,312.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,6.0,72.0,14.0,168.0,0.0,0.0,3.0,234.0,15.0,176.0,3.0,204.0,2.0,136.0,3.0,232.0,3.0,234.0,2.0,136.0,4.0,312.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,6.0,72.0,14.0,168.0,0.0,0.0,3.0,234.0,15.0,176.0,3.0,204.0,2.0,136.0,3.0,232.0,3.0,234.0,2.0,136.0,5.0,60.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,6.0,72.0,14.0,168.0,0.0,0.0,3.0,234.0,15.0,176.0,3.0,204.0,2.0,136.0,3.0,232.0,3.0,234.0,2.0,136.0,5.0,60.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,6.0,72.0,14.0,168.0,0.0,0.0,3.0,234.0,15.0,176.0,3.0,204.0,2.0,136.0,3.0,232.0,19.0,228.0,23.0,276.0,4.0,312.0,4.0,312.0,5.0,394.0
MTR VANGIBATH 10,6.0,72.0,14.0,168.0,0.0,0.0,3.0,234.0,15.0,176.0,3.0,204.0,2.0,136.0,3.0,232.0,19.0,228.0,23.0,276.0,4.0,312.0,5.0,60.0,5.0,394.0
MTR VANGIBATH 10,6.0,72.0,14.0,168.0,0.0,0.0,3.0,234.0,15.0,176.0,3.0,204.0,2.0,136.0,3.0,232.0,19.0,228.0,23.0,276.0,5.0,60.0,4.0,312.0,5.0,394.0
